id,subject,topic,difficulty,question,option_a,option_b,option_c,option_d,correct
765,Surface & Underground Mining Methods,Longwall powered supports,14,"In a longwall panel, face is supported with shields of yield capacity 460 tonne per shield. The distance from the canopy tip to coal face is 0.15 m when the support is fully advanced. The depth of the panel is 60.0 m. The shields are set skin to skin at the face. Length of the canopy of the shield is 3.25 m and width 1.5 m. Setting capacity is 80% of the yield capacity. The maximum and minimum span of the coal face, in tonne/m², respectively are",61.33 and 72.15.,63.72 and 75.48.,76.66 and 90.19.,91.99 and 108.22.,0
766,Mine Ventilation & Environment,BOD dilution,14,"A 10 ml sample of wastewater is diluted with water having no BOD, to fill a 300 ml BOD bottle. The initial DO of the diluted waste water is 9.0 mg/l. If the BOD₅ of the waste water sample is 60 mg/l, the final DO of the diluted water in mg/l is",5,6,7,8,2
767,Engineering Mathematics,Limits,14,The value of lim(x→∞) [x√(x² + b²) − √(x⁴ + b⁴)] is,0,b²/2,∞,b²,1
768,Engineering Mathematics,Statistical hypothesis testing,14,"In order to check whether iron ore is supplied to the specification of 62% Fe, a steel company has conducted a hypothesis test with the null hypothesis H₀: μFe = 62% and alternative hypothesis Hₐ: μFe < 62%. A random sample of 5 observations reveal the following grade values of the lot, 58%, 56%, 60%, 64%, 62%. The t-test statistic for the hypothesis is",−3.000,1.414,−1.414,3,2
769,Mining Engineering,Mine Legislation,14,Periodical medical examination is carried out for every?,3 years,5 years,6 years,4 years,1
770,Mining Engineering,Mine Legislation,14,The secretary to the committee shall give atleast....notice to every member of the commitee present in India?,7 days,14 days,30 days,45 days,1
771,Mining Engineering,Mine Legislation,14,No business shall be transacted at a meeting of the committee unless atleast ...members including chairman are present?,4,6,8,3,0
772,Mining Engineering,Mine Legislation,14,The periodical medical examamination is not apply for?,permanently emplopyed,Tempararly employed,Casual basis for countinuous period not exceeding 6 months,both 2 and 3,3
773,Mining Engineering,Mine Legislation,14,The annual return shall be submitted to chief inspector by manager on or before......of every year?,20 th feb,1 st jan,1 st may,20 th may,0
774,Mining Engineering,Mine Legislation,14,The workman inspector shall be employed if the number of persons employed exceed ?,500,1500,1000,100,0
775,Mining Engineering,Mine Legislation,14,The term for the workmen inspector is?,5 yrs,3 yrs,2 yrs,6 yrs,1
776,Mining Engineering,Mine Legislation,15,The owner; manager or agent shall take action on the report of workmen's inspector within a period of....from the date of entry into the register?,7 days,30 days,15 days,10 days,2
777,Mining Engineering,Mine Machinery,15,The property which enables to be drawn into wires is called?,Ductility,Mallability,Toughness,Brittleness,0
778,Mining Engineering,Mine Machinery,15,The stored energy in the material is called?,Mallability,Resilence,Toughness,Brittleness,1
779,Mining Engineering,Mine Machinery,15,The maximum stress of metal can withstand without breaking or without failure for a specific number of stress reveals is?,Ductility,Tensile strength,Fatigue strength,Shear strength,2
780,Mining Engineering,Mine Machinery,15,The alloy of copper and Zinc is ?,Brass,Cast iron,Bronze,Steel,0
781,Mining Engineering,Mine Machinery,15,The carbon content in the steel is?,3 to 4 %,0.15 %,1.8 to 5 %,less than 1.8 %,3
782,Mining Engineering,Mine Machinery,15,In steel as well as in wrought iron the percentage of sulphur should not exceed ?,0.06,0.1,0.5,0.8,0
783,Mining Engineering,Mine Machinery,15,Periodical heat treatment is not necessary if the chains are made of mild steel with a manganese percentage of?,0.06,0.5,1,1.5,3
784,Mining Engineering,Mine Machinery,15,The process of heating steel to a temparature slightly above critical temparature and allowing it to cool naturally in air is called?,Forging,Normalising,Annealing,Hardening,1
785,Mining Engineering,Open Cast Mining,15,In percussive drilling the rock is broken by following action?,crushing,chipping,both,noneofabove,1
786,Mining Engineering,Open Cast Mining,15,Which is used for raising and lowering the rods of square section?,BUlldog,sludger,retaining key,none of the above,2
787,Mining Engineering,Open Cast Mining,15,The sludge or cuttings in the borehole are removed withe help of ?,corebarrel,sludger,retainingkey,bulldog,1
788,Mining Engineering,Open Cast Mining,15,The device used to catch broken rods under a joint in the borehole?,crow's foot or spiral worm,sludger,screwfeed,bulldog,0
789,Mining Engineering,Open Cast Mining,15,The operation of tracing the broken and lost parts in the hole and withdrawing them to the surface is known as ...?,lining the borehole,drilling,borehole survey,fishing the borehole,3
790,Mining Engineering,Open Cast Mining,15,What is the purpose of lining the borehole?,to prevent caving of sides,to prevent water percolation,to easy drilling operation,none of the above,0
791,Mining Engineering,Open Cast Mining,15,The percussive drilling is applicable upto max depth of ....m?,200,300,500,700,1
792,Mining Engineering,Open Cast Mining,15,Manual drilling is possible upto max depth of.....m?,15,30,45,60,1
793,Mining Engineering,U/g Mines Ventilation,15,The oxygen percentage in intake air is?,20.28 %,78.04 %,20.93 %,25 %,2
794,Mining Engineering,U/g Mines Ventilation,15,Decay of timber by fungus growth is caused by?,CH4,O2 absorption,N2 depletion,CO2,1
795,Mining Engineering,U/g Mines Ventilation,15,Mining laws in India require that mine air should contain minimum % of O2 is?,25 %,21 %,19 %,17 %,2
796,Mining Engineering,U/g Mines Ventilation,15,CO2 is mostly found at?,roof,middle of the roadway,dip areas of depillaring areas,anywhere in the mine,2
797,Mining Engineering,U/g Mines Ventilation,15,The permissible limit of CO2 is?,0.5 %,1.25 %,0.75 %,1 %,0
798,Mining Engineering,U/g Mines Ventilation,15,Flame safety lamp is extinguished at CO2 %?,1 - 2,2 - 3,3 - 4,4 - 5,2
799,Mining Engineering,U/g Mines Ventilation,15,For every 5% of black damp the light is diminished by ?,20 %,30 %,40 %,50 %,1
800,Mining Engineering,U/g Mines Ventilation,15,CO forms an explosive mixture with air when present within the range of nearly(by vol)?,5 - 15,4.5 - 45,12 - 75,4.5 - 75,2
