id,subject,topic,difficulty,question,option_a,option_b,option_c,option_d,correct
682,General Aptitude & Reasoning,Logical deduction,11,"A water pipeline of internal diameter 0.8 m and length 1200 m is to be laid in a region where the soil has a porosity of 0.25. If the water is flowing at a velocity of 2.5 m/s, the time taken to fill the pipeline with water, assuming the outlet valve is closed, is approximately?",1200 s,1500 s,1800 s,2000 s,1
683,Geomechanics & Ground Control,Mohr-Coulomb failure,11,"A coal mine has a rock mass with the following properties: RMR = 45, Q = 4.5, and an uniaxial compressive strength (UCS) of 80 MPa. The mine is excavated at a depth of 300 m. If a rectangular pillar with dimensions 5 m x 5 m x 10 m is formed to support the overburden, and a 10 m long rock bolt with an ultimate capacity of 100 kN is installed at an angle of 30° to the horizontal, what is the minimum pillar stress (σ) in MPa, considering the Mohr-Coulomb failure criterion and the effect of the rock bolt?",σ = 4.2 MPa,σ = 5.1 MPa,σ = 6.5 MPa,σ = 7.8 MPa,2
684,Geomechanics & Ground Control,Mohr-Coulomb failure,11,"A coal mine has a rock mass with a Bieniawski RMR value of 45. The rock mass is under a major principal stress of 8 MPa and a minor principal stress of 4 MPa. The rock mass is also subjected to a cohesion of 200 kPa and an angle of internal friction of 30°. A rock bolt is installed with a length of 3 m and a diameter of 0.02 m. The rock bolt has a yield strength of 500 MPa and a modulus of elasticity of 200 GPa. Assuming a tributary area pillar stress of 5 MPa, calculate the capacity of the rock bolt. Consider the effects of both Mohr-Coulomb failure and rock bolt capacity.",The capacity of the rock bolt is 20 kN.,The capacity of the rock bolt is 30 kN.,The capacity of the rock bolt is 40 kPa.,The capacity of the rock bolt is 50 Ns²/m⁸.,1
685,Geomechanics & Ground Control,Mohr-Coulomb failure,11,"A rock mass with a uniaxial compressive strength (UCS) of 25 MPa and a rock mass rating (RMR) of 55 is to be excavated using a circular tunnel with a diameter of 5 m. The tunnel is to be supported by rock bolts with a yield strength of 150 kN. Determine the required length of the rock bolts to ensure that the tunnel is stable. Assume a tributary area factor (β) of 1.2 and a rock bolt capacity factor (C) of 0.8. The rock mass is classified as a 'medium' rock mass. The Mohr-Coulomb failure criterion is given by σc = c + σn tanφ, where σc is the cohesion, c is the intercept, σn is the normal stress, and φ is the angle of internal friction. The angle of internal friction for the rock mass is 35°.",The required length of the rock bolts is 6.5 m.,The required length of the rock bolts is 7.2 m.,The required length of the rock bolts is 8.0 m.,The required length of the rock bolts is 9.5 m.,2
686,Geomechanics & Ground Control,Mohr-Coulomb failure,11,"A rectangular coal pillar of dimensions 10 m x 5 m is excavated in a coal seam with a uniaxial compressive strength of 30 MPa. The pillar is subjected to a vertical stress of 5 MPa and a horizontal stress of 2 MPa. If a rock bolt with a yield strength of 150 kN is installed at an angle of 30° to the horizontal, what is the minimum number of rock bolts required to prevent pillar failure, considering a tributary area of 20 m² and a Bieniawski RMR value of 60? The Barton Q-system parameters are Q = 4, μ = 0.8. Assume a Mohr-Coulomb failure criterion with φ = 30° and c = 0.5 MPa.",6 rock bolts,8 rock bolts,10 rock bolts,12 rock bolts,2
687,Geomechanics & Ground Control,Mohr-Coulomb failure,11,"A rock mass with a uniaxial compressive strength of 250 MPa and a rock mass rating (RMR) of 55 is to be excavated in a 10 m high by 10 m wide room. The rock mass is considered to be in the 'fair' category. A 5 m long rock bolt is to be installed at an angle of 30° to the horizontal. The rock bolt has a yield strength of 1500 kN. The rock mass is subjected to a vertical stress of 20 kPa and a horizontal stress of 10 kPa. Assuming a tributary area factor of 1.5, calculate the minimum number of rock bolts required to support the rock mass without failure, considering both the Mohr-Coulomb failure criterion and the rock bolt capacity. Neglect the effects of the rock mass rating on the rock bolt capacity.",8 rock bolts,10 rock bolts,12 rock bolts,15 rock bolts,2
688,Geomechanics & Ground Control,Mohr-Coulomb failure,11,"A coal mine has a tabular seam with a thickness of 2.5 m. The in-situ stress at the mine is given as σh = 8.5 MPa and σv = 6.2 MPa. The coal has a uniaxial compressive strength (σc) of 25 MPa and a tensile strength (σt) of 1.5 MPa. The rock mass rating (RMR) of the coal is 55. Assuming a rock bolt with a capacity of 120 kN is installed in the coal to control the roof collapse. Determine the maximum safe tributary area (A) around the rock bolt, considering the Mohr-Coulomb failure criterion. Given that the rock bolt is subjected to a axial load (P) of 100 kN.",A = 2.5 m²,A = 1.8 m²,A = 2.2 m²,A = 1.5 m²,2
689,Geomechanics & Ground Control,Mohr-Coulomb failure,11,"A circular tunnel with a diameter of 3.0 m is excavated in a rock mass with a uniaxial compressive strength (UCS) of 250 MPa. The rock mass is classified as RMR 55. Using the Barton Q-system, the rock mass strength (σc') is calculated as 13.7 MPa. The tunnel is supported by 100 mm diameter rock bolts with a tensile strength of 150 kN. If the major principal stress (σ1) is 20 MPa and the minor principal stress (σ3) is 10 MPa, calculate the factor of safety against Mohr-Coulomb failure using the rock mass strength. Assume a cohesion (c) of 2.5 MPa and a friction angle (φ) of 30°. Consider the effect of tributary area pillar stress on the rock bolt capacity. If the rock bolt capacity is 90% of the calculated value, what is the minimum required rock bolt spacing to ensure stability?",1.5 m,2.0 m,2.5 m,3.0 m,2
690,Geomechanics & Ground Control,Mohr-Coulomb failure,11,"A rock mass is subjected to a major principal stress of 20 MPa and a minor principal stress of 10 MPa. Determine the major principal stress required to cause a failure in the rock mass using Mohr-Coulomb failure criterion, given the following parameters: cohesion (c) = 0.5 MPa, angle of internal friction (φ) = 30°, and the uniaxial compressive strength (σcu) = 50 MPa. Also, calculate the corresponding axial load (P) that can be safely applied to the rock pillar.","22.5 MPa, 150 kN","25 MPa, 200 kN","28 MPa, 250 kN","30 MPa, 300 kN",2
691,Geomechanics & Ground Control,Mohr-Coulomb failure,11,"A circular tunnel with a diameter of 3 m is excavated in a rock mass with the following properties: uniaxial compressive strength (σc') = 120 MPa, tensile strength (σt') = 10 MPa, and cohesion (c) = 30 kN/m². The rock mass is subjected to a major principal stress (σ1) of 60 MPa and a minor principal stress (σ3) of 20 MPa. Determine the factor of safety (FoS) against Mohr-Coulomb failure using the given rock mass properties and stresses. Assume a friction angle (φ) of 30°. Given that the rock mass has a Bieniawski RMR rating of 55, calculate the adjusted cohesion (c') using the Barton Q-system. If the tributary area pillar stress (σp) is 40 MPa, estimate the rock bolt capacity (P) in kN. Express your answer as a single value.","FoS = 1.25, c' = 35 kN/m², P = 60 kN","FoS = 1.15, c' = 32 kN/m², P = 55 kN","FoS = 1.30, c' = 40 kN/m², P = 70 kN","FoS = 1.20, c' = 38 kN/m², P = 65 kN",2
692,Geomechanics & Ground Control,Mohr-Coulomb failure,11,"A coal mine has a coal seam with an inclination of 30°. The uniaxial compressive strength of the coal is 10 MPa. If the major principal stress is 6 MPa and the minor principal stress is 2 MPa, determine the factor of safety against Mohr-Coulomb failure using the following parameters: c = 0.5 MPa, φ = 30°. Also, consider the effect of rock bolt capacity on the factor of safety. Assume the rock bolt capacity is 100 kN/m. If the rock bolt spacing is 1.5 m, what is the total rock bolt capacity per meter of tunnel length? If the total rock bolt capacity per meter of tunnel length is 150 kN, what is the factor of safety against Mohr-Coulomb failure? Neglect the effect of Bieniawski RMR and Barton Q-system on the factor of safety.","Factor of safety against Mohr-Coulomb failure is 1.5, considering the effect of rock bolt capacity.","Factor of safety against Mohr-Coulomb failure is 2.0, considering the effect of rock bolt capacity.","Factor of safety against Mohr-Coulomb failure is 1.0, considering the effect of rock bolt capacity.","Factor of safety against Mohr-Coulomb failure is 3.0, considering the effect of rock bolt capacity.",1
693,"Mine Planning, Geostatistics & Economics",Net Present Value,11,"A mining project has an initial investment of ₹ 1.5 Crore and an estimated life of 10 years. The annual operating cost is ₹ 2.5 Crore and the annual revenue is ₹ 4.5 Crore. The mine plan also includes a one-time expenditure of ₹ 0.5 Crore after 5 years to install a new conveyor belt. If the discount rate is 12% and the semivariogram model for the ore grade is given by: γ(h) = 0.5 * (1 - cos(π * h / 50)) + 0.1, where γ(h) is in Ns²/m⁸ and h is in meters, the Net Present Value (NPV) of the project can be estimated using Ordinary Kriging. Assuming a spherical semivariogram model with a sill of 1.0 Ns²/m⁸ and a nugget effect of 0.2 Ns²/m⁸, what is the NPV of the project in Rupees?",₹ 1.23 Crore,₹ 1.45 Crore,₹ 1.67 Crore,₹ 1.89 Crore,2
694,"Mine Planning, Geostatistics & Economics",Mine Planning,11,"A mine has a proposed investment of ₹ 1.5 crores for a new mining project. The project is expected to generate a revenue of ₹ 2.8 crores in the first year, ₹ 2.2 crores in the second year, and ₹ 1.8 crores in the third year. The project also has an initial setup cost of ₹ 0.8 crores. The mine manager wants to evaluate the project using Net Present Value (NPV) method. Assuming a discount rate of 12% and a depreciation rate of 10%, calculate the NPV of the project. If the NPV is positive, the project is considered feasible. Otherwise, it is not feasible. What is the minimum additional revenue required in the third year to make the project feasible?",₹ 0.5 crores,₹ 0.7 crores,₹ 1.0 crore,₹ 1.2 crores,3
695,"Mine Planning, Geostatistics & Economics",Net Present Value,11,"A mining company is planning to extract a copper ore deposit. The estimated extraction cost is ₹ 50 million, and the estimated revenue from copper sales is ₹ 100 million. The mine life is expected to be 5 years. The annual discount rate for NPV calculation is 10%. The semivariogram model for copper grade is given by: γ(h) = 0.5 + 0.3 * (h/10)^2, with a spherical semivariogram sill of 100 Ns²/m⁸ and a nugget effect of 20 Ns²/m⁸. Ordinary Kriging estimation variance for a block of 10 m x 10 m x 10 m is 1.2 m². What is the Net Present Value (NPV) of the project, rounded to the nearest integer?","₹ 23,790,000","₹ 24,590,000","₹ 25,390,000","₹ 26,190,000",2
696,"Mine Planning, Geostatistics & Economics",Net Present Value,11,"A mining project has an initial investment of ₹ 1.5 crores. The operating costs are estimated to be ₹ 8 lakhs per month. The project is expected to produce 100,000 tonnes of ore per month for 5 years. The price of the ore is ₹ 2.5 lakhs per tonne. The net present value (NPV) of the project is to be calculated using a discount rate of 10% per annum. The spherical semivariogram model for the ore grade is given by: γ(h) = C0 + C1 * (3 - 3 * (h/a)^2 + (h/a)^3) * exp(-3 * (h/a)^2) where C0 = 100 Ns²/m⁸, C1 = 50 Ns²/m⁸, and a = 50 m. The Ordinary Kriging estimation variance is given by: σ² = (1/2 * π * a^2) * C0. Calculate the NPV of the project and select the correct option.",₹ 5.45 crores,₹ 6.27 crores,₹ 7.10 crores,₹ 8.35 crores,1
697,"Mine Planning, Geostatistics & Economics",Economic Evaluation of Mining Projects,11,"A mining project has an initial investment of ₹ 10.5 crores and an estimated life of 5 years. The project generates revenue at a rate of ₹ 2.8 crores per year. The cost of production is ₹ 1.2 crores per year. The project also has a salvage value of ₹ 1.5 crores at the end of its life. The discount rate is 12% per annum. If the spherical semivariogram model is used for grade estimation, with a nugget effect of 0.15 and a sill of 1.2, and the Ordinary Kriging estimation variance is 0.05, what is the Net Present Value (NPV) of the project? Assume a block size of 10m x 10m x 10m.",₹ 4.21 crores,₹ 4.65 crores,₹ 5.18 crores,₹ 5.72 crores,2
698,"Mine Planning, Geostatistics & Economics",Net Present Value,11,"A mining project has an initial investment of ₹ 150 million and a life of mine of 10 years. The annual operating costs are ₹ 30 million, and the annual revenue is ₹ 50 million. The project's net present value (NPV) is calculated using a discount rate of 12% per annum. If the spherical semivariogram model is used to estimate the ore grade, with a nugget effect of 2 MPa and a sill of 10 MPa, and the Ordinary Kriging estimation variance is 0.5 Ns²/m⁸, what is the NPV of the project? Assume that the grade is estimated at a 10 m x 10 m grid size, and the cut-off grade is 5%.",₹ 123.45 million,₹ 150.67 million,₹ 120.89 million,₹ 180.23 million,1
699,"Mine Planning, Geostatistics & Economics",Net Present Value,11,"A mining project has a capital cost of ₹ 1.5 crores and a proposed life of 5 years. The annual operating cost is ₹ 30 lakhs. The ore is expected to be sold at ₹ 25 lakhs per tonne. The average grade of the ore is 2.5% Cu. The current market price of Cu is ₹ 450 per kg. The semivariogram model for the Cu grade is given by: γ(h) = 0.5 + 0.3 * (h/10)^(1/2) - 0.1 * (h/10)^(3/2) with a sill of 0.8 and a nugget effect of 0.2. The Ordinary Kriging estimation variance is 0.05. If the mine is expected to produce 50,000 tonnes of ore per year, calculate the Net Present Value (NPV) of the project, considering a discount rate of 15%.",₹ 1.23 crores,₹ 1.45 crores,₹ 1.67 crores,₹ 1.89 crores,2
